pmaid,name,lng,lat,adult_fitness_equipment,art_in_the_park,baseball/softball_fields,basketball_courts,dog_off_leash_areas,drinking_fountains,fire_pits,fishing_piers,football_fields,gardens,grills,hand_carry_boat_launches,motorized_boat_launches,picnic_sites,play_area,restrooms,skate_park,soccer_fields,spray_parks,swimming_beaches,tennis_courts,track_fields,trails,views,volleyball_courts,wading_pools
313,Interbay Golf,-122.378455,47.643753,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3023,Interlaken Park,-122.308316,47.636257,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
364,International Children's Park,-122.323412,47.596897,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
4001,Inverness Ravine Park,-122.280809,47.691145,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
327,Jackson Park Golf Course,-122.319103,47.729254,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
1000393,Japanese Garden,-122.2952,47.627312,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
114,Jefferson Park,-122.311441,47.568067,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no
4153,Jefferson Park Golf Course,-122.305242,47.567202,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3121,Jimi Hendrix Park,-122.300842,47.588907,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
429,"John C. Little, Sr. Park",-122.286686,47.539048,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no
4244,Judge Charles M. Stokes Overlook,-122.306962,47.591632,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
397,Judkins Park and Playfield,-122.303951,47.592425,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no
4455,Junction Plaza,-122.385491,47.561204,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3122,Katie Black's Garden,-122.317642,47.590421,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
342,Kerry Park,-122.359874,47.629023,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
3880,Keystone Place,-122.333769,47.670304,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
459,Kilbourne Park,-122.388277,47.52133,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4480,Kingfisher Natural Area on Thornton Creek,-122.312411,47.704889,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
314,Kinnear Park,-122.367207,47.627317,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no
4468,Kirke Park,-122.368021,47.680338,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
246,Kiwanis Memorial Preserve Park,-122.401004,47.66197,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
4429,Kiwanis Memorial Preserve Park,-122.403237,47.660251,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3915,Kobe Terrace,-122.324494,47.60042,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
415,Kubota Garden,-122.266125,47.513543,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
333,Lake City Memorial Triangle,-122.295266,47.718819,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
487,Lake City Mini Park,-122.295875,47.71911,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4439,Lake People Park (Xacua'bs),-122.292012,47.569133,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
344,Lake Union Park,-122.338848,47.627015,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no
411,Lakeridge Park,-122.247429,47.506033,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
3972,Lakeridge Playfield,-122.246841,47.510319,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no
365,Lakeview Park,-122.284732,47.62205,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
366,Lakeview Place,-122.325705,47.62939,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4040,Lakewood Moorage,-122.268295,47.562981,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
414,Lakewood Playfield,-122.27006,47.558831,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
4024,Lakewood Triangle,-122.28372,47.576058,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3096,Lambert Place,-122.283837,47.632017,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3929,Landing Parkway,-122.283396,47.573861,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
340,Laurelhurst Playfield,-122.278019,47.65989,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
4162,Laurelhurst Triangle,-122.277487,47.652696,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4482,LaVilla Meadows Natural Area on Thornton Creek,-122.299926,47.701262,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
316,Lawton Park,-122.391158,47.655065,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no
367,Leschi Park,-122.286548,47.600931,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no
263,Leschi-Lake Dell Natural Area,-122.287835,47.604695,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4076,Lewis Park,-122.314435,47.592857,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4479,Licorice Fern Natural Area on Thornton Creek,-122.315433,47.723106,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
286,Licton Springs Park,-122.338735,47.698542,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no
460,Lincoln Park,-122.396012,47.531176,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes
4419,Linden Orchard Park,-122.347727,47.678016,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
297,Little Brook Park,-122.294567,47.731387,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
301,Llandover Woods Greenspace,-122.364545,47.733024,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
264,Longfellow Creek Greenspace,-122.363435,47.530167,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
362,Louisa Boren Park,-122.311628,47.635274,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
461,Lowman Beach Park,-122.396728,47.540367,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no
289,Loyal Heights Playfield,-122.38324,47.684106,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4075,Lynn Street Mini Park,-122.32975,47.639849,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4422,MacLean Park,-122.345276,47.636191,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
369,Madison Park,-122.276602,47.635779,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no
4441,Madison Park North Beach,-122.276118,47.639084,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
4005,Madrona Briar Patch,-122.284261,47.615231,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
370,Madrona Park,-122.282679,47.609299,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no
371,Madrona Playground,-122.289885,47.611022,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no
2856,Madrona Ravine,-122.285412,47.611456,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
492,Magnolia Greenbelt,-122.389073,47.636006,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
747,Magnolia Manor Park,-122.390877,47.651085,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
317,Magnolia Park,-122.398993,47.632366,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,no
319,Magnolia Playfield,-122.399472,47.643746,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no
2970,Magnolia Tidelands Park,-122.391648,47.630922,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
111110,Magnuson Park,-122.255084,47.680304,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4434,Maple Leaf Community Garden,-122.322269,47.70326,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3881,Maple Leaf Resevoir Park,-122.315613,47.689015,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
1630,Maple School Ravine,-122.308342,47.551071,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
418,Maple Wood Playfield,-122.318845,47.560041,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
4447,Marra-Desimone Park,-122.329372,47.522124,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
320,Marshall Park,-122.366805,47.629436,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
432,Martha Washington Park,-122.260054,47.542398,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3923,"Martin Luther King, Jr. Memorial",-122.297165,47.582756,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
298,Marvin's Garden,-122.384972,47.667976,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
347,Matthews Beach Park,-122.271785,47.694564,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no
321,Mayfair Park,-122.353356,47.643241,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3918,McClellan Place,-122.311648,47.578695,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4013,McGilvra Boulevard,-122.282116,47.626925,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4008,McGilvra Place,-122.313032,47.614233,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
339,McGraw Square,-122.337587,47.61299,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
352,Meadowbrook Playfield,-122.293493,47.705771,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no
268,Me-Kwa-Mooks Natural Area,-122.403424,47.563782,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
473,Me-Kwa-Mooks Park,-122.404006,47.563167,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
1104,Meridian Playground,-122.332557,47.664159,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
373,Miller Playfield,-122.306261,47.621433,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no
4015,Miller Triangle,-122.305711,47.620311,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
291,Mineral Springs Park,-122.336528,47.705755,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
277,Mock Creek Ravine,-122.28962,47.699037,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4021,Montlake Boulevard,-122.30474,47.645971,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
376,Montlake Playfield,-122.310081,47.642407,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no
4460,Morgan Junction,-122.387528,47.545507,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
419,Mt. Baker Park,-122.288481,47.580957,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,no
4427,Mt. Baker Ridge Viewpoint,-122.292616,47.589983,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4019,Mt. Claire Park,-122.28642,47.580737,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
311,Myrtle Edwards Park,-122.36087,47.618767,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4463,Myrtle Reservoir,-122.376716,47.539206,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3916,Nantes Park,-122.397063,47.579565,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4023,Nathan Hale Playfield,-122.292028,47.707715,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3975,NE 60th Street Park,-122.322634,47.671728,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4403,Nora's Woods,-122.294573,47.608732,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
247,North Beach Park,-122.390258,47.69471,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
2956,North Passage Point Park,-122.322428,47.653963,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
361,Northacres Park,-122.326124,47.721775,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no
279,Northeast Queen Anne Greenbelt,-122.345011,47.635866,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
4445,Northgate Park,-122.322424,47.705194,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4452,Northlake Park,-122.320826,47.654365,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4161,Northwest 60th St. Viewpoint,-122.40656,47.672184,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
322,Observatory Courts,-122.355134,47.631342,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
323,Occidental Square,-122.333272,47.600463,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
4414,Olympic Sculpture Park,-122.35418,47.616577,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3005,Open Water Park,-122.386693,47.629555,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
300,Orchard Street Ravine,-122.380151,47.538315,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
403,Othello Playground,-122.278105,47.536214,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
4416,Oxbow Park,-122.321583,47.54499,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
4027,Park Home Circle,-122.305464,47.67005,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4009,Parkmont Place,-122.410083,47.640142,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
324,Parsons Gardens,-122.366082,47.629868,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4029,Peace Park,-122.323616,47.65543,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
237,Pelly Place Natural Area,-122.39309,47.541492,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
378,Peppi's Playground,-122.290602,47.602723,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
274,Piers 62 and 63,-122.345237,47.608656,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
282,Pigeon Point Park,-122.356966,47.563271,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
382,Pinehurst Playground,-122.314628,47.716436,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4444,Pinehurst Pocket Park,-122.308222,47.714186,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
325,Pioneer Square,-122.333886,47.602076,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
275,Pipers Creek Natural Area,-122.364699,47.714678,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
387,Plum Tree Park,-122.299142,47.617053,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
4000,Plymouth Pillars Park,-122.329092,47.614124,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
345,Powell Barnett Park,-122.295998,47.605197,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
390,Pratt Park,-122.307257,47.601407,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no
326,Prefontaine Place,-122.330883,47.601844,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
357,Prentis I. Frazier Park,-122.301614,47.622895,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
420,Pritchard Island Beach,-122.26283,47.528948,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
4158,Puget Boulevard Commons,-122.365575,47.555356,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3993,Puget Creek Greenspace,-122.358556,47.55187,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
462,Puget Park,-122.356922,47.558473,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
4201,Puget Ridge Playground,-122.359947,47.547368,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3984,Queen Anne Bowl Playfield,-122.359711,47.645599,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no
4045,Rainbow Point,-122.320476,47.682713,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
422,Rainier Beach Playfield,-122.273136,47.525041,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no
3999,Rainier Place,-122.359434,47.667567,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
423,Rainier Playfield,-122.2862,47.561817,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no
391,Ravenna Park,-122.305705,47.671404,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes
4080,Ravenna Park Triangle,-122.30367,47.668089,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
254,Ravenna Ravine,-122.301707,47.674823,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4411,Ravenna Woods,-122.303161,47.662559,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
488,Ravenna-Eckstein Park,-122.304964,47.676873,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
336,Regrade Park,-122.344776,47.614346,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
463,Riverview Playfield,-122.348688,47.54101,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no
379,Roanoke Park,-122.320185,47.643723,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
9064,Roanoke St. Mini Park,-122.329327,47.643193,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
380,Rogers Playground,-122.325257,47.642601,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no
248,Ross Playground,-122.361347,47.659718,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
4465,Rotary Viewpoint,-122.375859,47.560222,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
464,Roxhill Park,-122.368881,47.519496,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no
394,Sacajawea Playground,-122.308132,47.697132,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
249,Salmon Bay Park,-122.381343,47.679297,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
4242,Sam Smith Park,-122.297814,47.589982,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no
250,Sandel Playground,-122.358701,47.695134,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
4236,Schmitz Boulevard,-122.405592,47.577899,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
465,Schmitz Preserve Park,-122.400425,47.574375,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
455,Seacrest Park,-122.381226,47.589941,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
335,Seattle Aquarium,-122.342836,47.607411,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
466,Seola Park,-122.374332,47.50039,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
4466,Seven Hills Park,-122.312534,47.617684,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
428,Seward Park,-122.250639,47.54923,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,no,no
3928,Sierra Place,-122.282492,47.573282,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4433,Smith Cove,-122.387679,47.632602,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4453,Solstice Park,-122.390347,47.536414,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no
251,Soundview Playfield,-122.378878,47.695416,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes
3987,Soundview Terrace,-122.37141,47.640849,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
4048,South Park Meadow,-122.323649,47.520795,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
467,South Park Playground,-122.324159,47.528016,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes
